SYMBOL, SERIES, DATE, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NAVNETEDUL, EQ, 12-Feb-2021,82.1,82.5,84.7,81.05,82.75,82.7,82.8,218562,180.98,4089,88330,40.41
NBCC, EQ, 12-Feb-2021,33.6,33.75,33.8,32.5,32.65,32.65,32.99,10025619,3307.52,25194,3602143,35.93
NBIFIN, EQ, 12-Feb-2021,1820.95,1831.85,1844.95,1806.3,1832.35,1831.2,1826.13,399,7.29,100,282,70.68
NBVENTURES, EQ, 12-Feb-2021,60.75,60.95,61.5,59.8,60.1,60.05,60.7,453197,275.07,2465,259174,57.19
NCC, EQ, 12-Feb-2021,90.15,90,90,83.5,83.9,84.3,86.05,10049591,8647.56,49962,4938026,49.14
NCLIND, EQ, 12-Feb-2021,164.55,169,170,164.35,164.6,165.5,167.81,566362,950.42,7714,267273,47.19
NCPSESDL24, EQ, 12-Feb-2021,102.44,102.3,102.3,101.95,102.3,102.3,102.14,13,0.01,6,7,53.85
NDGL, EQ, 12-Feb-2021,877.35,910,910,833.5,835,843.95,873.05,999,8.72,163,515,51.55
NDL, EQ, 12-Feb-2021,28.7,28.75,31,28.75,31,30.4,29.82,48597,14.49,290,34702,71.41
NDRAUTO, EQ, 12-Feb-2021,240.4,240.05,252.4,235.2,241,242.95,245.27,15381,37.73,521,9440,61.37
NDTV, EQ, 12-Feb-2021,48.25,52.8,53.05,48.25,53.05,53.05,52.11,763691,397.99,3967,343403,44.97
NECCLTD, EQ, 12-Feb-2021,9.75,9.55,9.75,9.4,9.45,9.5,9.59,19415,1.86,84,15808,81.42
NECLIFE, EQ, 12-Feb-2021,20.6,20.7,20.95,20.25,20.4,20.35,20.57,160957,33.11,626,95322,59.22
NELCAST, EQ, 12-Feb-2021,70.75,71.75,71.75,68.9,69.2,69.45,70.16,133970,93.99,2324,57081,42.61
NELCO, EQ, 12-Feb-2021,219.1,220.35,232,219.55,224.15,223.2,226.11,239737,542.08,4562,88626,36.97
NEOGEN, EQ, 12-Feb-2021,759.7,752.8,774.2,747.5,754,753.55,754,76671,578.1,3277,32852,42.85
NESCO, EQ, 12-Feb-2021,601.9,603.3,619.9,576,613.05,615.1,596.58,355064,2118.25,14370,62802,17.69
NESTLEIND, EQ, 12-Feb-2021,17412.25,17410.1,17519,17240,17240,17294.3,17364,54528,9468.24,11361,19973,36.63
NETF, EQ, 12-Feb-2021,185.58,185.54,185.54,152.95,169.99,166.83,164.48,37666,61.95,1126,18014,47.83
NETFCONSUM, EQ, 12-Feb-2021,67.28,67.28,67.6,66.5,67,67.26,67.07,3410,2.29,160,2481,72.76
NETFDIVOPP, EQ, 12-Feb-2021,36.92,37.66,38.05,36,37.04,36.78,36.69,1237,0.45,49,1169,94.5
NETFIT, EQ, 12-Feb-2021,26.3,26.8,26.87,26.28,26.43,26.38,26.44,872848,230.74,2199,544230,62.35
NETFLTGILT, EQ, 12-Feb-2021,22.28,22.32,22.32,22.24,22.29,22.28,22.26,28582,6.36,115,18126,63.42
NETFMID150, EQ, 12-Feb-2021,87.28,87.69,88,86.88,87.35,87.09,87.33,65523,57.22,709,42155,64.34
NETFNIF100, EQ, 12-Feb-2021,155.81,160,160,155.86,155.86,155.89,156.77,2774,4.35,34,2281,82.23
NETFNV20, EQ, 12-Feb-2021,79.85,81.85,81.99,79.3,79.65,79.63,79.49,7830,6.22,57,6546,83.6
NETWORK18, EQ, 12-Feb-2021,37.05,37.15,37.3,36.5,36.55,36.6,36.89,448935,165.6,1305,220679,49.16
NEULANDLAB, EQ, 12-Feb-2021,1943.25,1945.25,2075,1883.85,1960,1967.95,1988.89,131805,2621.45,10401,48410,36.73
NEWGEN, EQ, 12-Feb-2021,286.2,284,292.1,282.5,284.2,283.9,287.15,62877,180.55,2260,35299,56.14
NEXTMEDIA, EQ, 12-Feb-2021,4.8,4.8,5,4.6,4.6,4.7,4.71,20551,0.97,36,20026,97.45
NFL, EQ, 12-Feb-2021,41.4,41.45,41.6,40.4,40.5,40.7,41,986045,404.28,3761,392000,39.75
NH, EQ, 12-Feb-2021,459.6,463.9,474.55,458.8,460,459.9,466.17,115568,538.74,5620,65088,56.32
NHAI, N1, 12-Feb-2021,1069,1069,1070.9,1065.88,1070,1069.96,1069.47,2305,24.65,27,2250,97.61
NHAI, N2, 12-Feb-2021,1259,1261.01,1261.01,1261,1261,1261,1261,110,1.39,4,110,100
NHAI, N3, 12-Feb-2021,1200,1200,1200,1200,1200,1200,1200,20,0.24,2,20,100
NHAI, N6, 12-Feb-2021,1393,1392,1392,1387,1390.99,1390.95,1391.23,171,2.38,6,171,100
NHAI, N8, 12-Feb-2021,1184,1185,1185,1185,1185,1185,1185,23,0.27,3,23,100
NHAI, NA, 12-Feb-2021,1286.66,1287.75,1287.75,1285.5,1285.5,1285.77,1286.12,2185,28.1,22,1659,75.93
NHAI, NE, 12-Feb-2021,1255,1255,1255,1255,1255,1255,1255,510,6.4,4,510,100
NHBTF2014, N6, 12-Feb-2021,7072,7148,7150,7091,7120,7120,7134.1,256,18.26,24,226,88.28
NHPC, EQ, 12-Feb-2021,24.65,25,25.45,24.9,25.05,25.05,25.16,16052786,4038.31,24995,8182570,50.97
NHPC, N6, 12-Feb-2021,1488,1476,1480,1475.5,1480,1480,1477.32,151,2.23,4,150,99.34
NIACL, EQ, 12-Feb-2021,132.55,133.6,139.05,133.6,136.6,137.05,136.65,747175,1021,11604,303499,40.62
NIBL, BE, 12-Feb-2021,10.5,10.4,10.4,10.4,10.4,10.4,10.4,525,0.05,2, -, -
NIFTYBEES, EQ, 12-Feb-2021,162.06,162.35,162.7,161.3,162.25,162.17,162.22,1471633,2387.26,11328,656359,44.6
NIITLTD, EQ, 12-Feb-2021,193.7,193.7,194.45,191.9,192.8,192.8,192.98,435106,839.65,6651,305206,70.15
NILAINFRA, BE, 12-Feb-2021,5.9,6,6,5.8,5.85,5.9,5.88,95964,5.64,153, -, -
NILASPACES, BE, 12-Feb-2021,1.8,1.75,1.85,1.75,1.75,1.75,1.76,167140,2.94,147, -, -
NILKAMAL, EQ, 12-Feb-2021,1716.85,1720,1988.5,1700,1832,1879.8,1894.19,603442,11430.31,37952,71893,11.91
NIPPOBATRY, EQ, 12-Feb-2021,718.25,745,745,702,702,703.25,717.07,7435,53.31,887,4107,55.24
NIRAJ, EQ, 12-Feb-2021,41.25,42.7,43,40.5,41.5,41.5,41.8,3841,1.61,92,1831,47.67
NITCO, EQ, 12-Feb-2021,24.6,24.8,24.8,23.4,23.4,23.5,23.72,95512,22.65,437,70123,73.42
NITINFIRE, BZ, 12-Feb-2021,0.6,0.65,0.65,0.6,0.6,0.6,0.62,32077,0.2,34, -, -
NITINSPIN, EQ, 12-Feb-2021,71.25,74.75,78.35,74.3,78.35,78.35,77.57,124412,96.51,704,83078,66.78
NKIND, EQ, 12-Feb-2021,18.7,19.2,19.2,17.75,17.8,17.85,18.28,1183,0.22,22,761,64.33
NLCINDIA, EQ, 12-Feb-2021,52.85,52.9,53.45,51.5,51.7,51.6,52.06,2362789,1229.95,8530,1234480,52.25
NMDC, EQ, 12-Feb-2021,113.4,114,114.4,111.8,112.35,112.4,113.18,5456672,6175.75,19732,1210341,22.18
NOCIL, EQ, 12-Feb-2021,155.65,156.45,164.9,152.5,160.7,160.6,160.52,3964971,6364.46,38277,1579734,39.84
NOIDATOLL, EQ, 12-Feb-2021,6,6.15,6.15,5.8,6,5.95,5.92,39923,2.37,187,31240,78.25
NORBTEAEXP, EQ, 12-Feb-2021,7.05,7.25,7.25,7,7.25,7.2,7.04,2592,0.18,20,2310,89.12
NOVARTIND, EQ, 12-Feb-2021,638.05,622,632,609.05,623.7,619.3,621.33,30840,191.62,1989,16323,52.93
NPBET, EQ, 12-Feb-2021,180.25,182.95,186.9,180.25,183,183,183.86,284,0.52,36,273,96.13
NRAIL, EQ, 12-Feb-2021,219.8,219.95,224.65,213.5,221,216.75,219.58,43661,95.87,1236,24924,57.09
NRBBEARING, EQ, 12-Feb-2021,117.95,118,119.75,116.35,117.1,117.35,118.03,358507,423.14,5284,203285,56.7
NSIL, EQ, 12-Feb-2021,1021.1,1031.4,1031.4,1011,1024,1015.9,1018.17,784,7.98,201,531,67.73
NTPC, EQ, 12-Feb-2021,97.3,97.8,97.9,94.8,96.1,95.95,95.81,21660998,20753.36,72912,5917926,27.32
NTPC, N1, 12-Feb-2021,1189,1101.6,1131.8,1022.1,1111.26,1111.26,1088.49,1837,20,12,1814,98.75
NTPC, N6, 12-Feb-2021,1409.8,1412,1418.99,1409,1415,1416.14,1410.83,1372,19.36,16,1372,100
NTPC, N7, 12-Feb-2021,14.55,14.55,14.6,14.54,14.6,14.55,14.55,37662,5.48,147,37637,99.93
NTPC, NA, 12-Feb-2021,1265,1300,1300,1300,1300,1300,1300,1,0.01,1,1,100
NTPC, NB, 12-Feb-2021,1126.98,1124.13,1213.98,1124.13,1213.98,1213.98,1210.58,52,0.63,3,51,98.08
NTPC, ND, 12-Feb-2021,1344.96,1318,1337.6,1317.51,1337.43,1337.43,1329.95,413,5.49,9,410,99.27
NUCLEUS, EQ, 12-Feb-2021,557.1,559,559,544,547.9,546.25,551.04,24332,134.08,1559,12168,50.01
NXTDIGITAL, EQ, 12-Feb-2021,516.55,505.1,521,505.1,507.5,510.45,516.35,9055,46.76,1792,791,8.74
OAL, EQ, 12-Feb-2021,594.1,611.9,646,595.7,631,630.2,628.36,65377,410.8,4181,29970,45.84
OBEROIRLTY, EQ, 12-Feb-2021,573.4,575.5,575.65,560.1,563.5,562.55,566.29,157734,893.24,7961,56329,35.71
OCCL, EQ, 12-Feb-2021,930.45,948.7,957,933.45,948.5,947.9,946.21,18872,178.57,1698,9984,52.9
OFSS, EQ, 12-Feb-2021,3216.95,3230,3230,3190,3191.3,3195.7,3205.46,28282,906.57,4648,18961,67.04
OIL, EQ, 12-Feb-2021,119.95,117.4,117.4,115.25,115.65,115.65,116.44,1591661,1853.4,26193,821416,51.61
OILCOUNTUB, BE, 12-Feb-2021,4.75,4.55,4.75,4.55,4.55,4.55,4.58,7426,0.34,17, -, -
OLECTRA, EQ, 12-Feb-2021,186.85,188.95,196.15,186.9,191.4,190.3,194.24,1772187,3442.33,16166,725093,40.92
OMAXAUTO, EQ, 12-Feb-2021,48.95,46.8,47.7,45.8,46.65,46.7,46.43,128498,59.67,1594,76714,59.7
OMAXE, EQ, 12-Feb-2021,73.9,73.65,74.15,73,73.8,73.75,73.79,56824,41.93,537,40684,71.6
OMINFRAL, EQ, 12-Feb-2021,22.9,23.85,25.15,22.55,24.25,24.65,24.25,293466,71.15,928,195535,66.63
OMKARCHEM, BE, 12-Feb-2021,7.1,6.75,6.75,6.75,6.75,6.75,6.75,860,0.06,7, -, -
ONELIFECAP, BE, 12-Feb-2021,7.2,7.25,7.5,6.85,7.45,7.45,7.06,2638,0.19,10, -, -
ONEPOINT, EQ, 12-Feb-2021,17.25,17.55,17.55,15.95,16.4,16.2,16.35,10952,1.79,122,6450,58.89
ONGC, EQ, 12-Feb-2021,99.45,98.9,99.4,96.55,97,97,97.56,18187705,17743.55,76650,8010421,44.04
ONMOBILE, EQ, 12-Feb-2021,71.65,70.95,72.4,68.05,69.1,69.05,70.28,1613173,1133.66,11882,635748,39.41
ONWARDTEC, EQ, 12-Feb-2021,100.05,100.05,101.65,95.5,97.2,96.4,99.14,96890,96.06,2547,37541,38.75
OPTIEMUS, EQ, 12-Feb-2021,87.45,87.95,96.15,84.45,96.15,96.15,94.45,250651,236.73,1887,145589,58.08
OPTOCIRCUI, EQ, 12-Feb-2021,4.9,4.95,4.95,4.7,4.85,4.8,4.82,570430,27.51,708,417447,73.18
ORBTEXP, EQ, 12-Feb-2021,64.95,65.15,66.6,64.2,66.3,65.15,65.2,11899,7.76,368,7345,61.73
ORCHPHARMA, BE, 12-Feb-2021,505.65,530.9,530.9,530.9,530.9,530.9,530.9,95,0.5,16, -, -
ORICONENT, BE, 12-Feb-2021,24.3,24.45,24.8,23.5,23.5,23.6,23.94,76064,18.21,198, -, -
ORIENTABRA, EQ, 12-Feb-2021,23.3,23.4,23.5,22.8,23.4,23.25,23.17,74199,17.19,404,45387,61.17
ORIENTALTL, EQ, 12-Feb-2021,8.75,8.9,9,8.3,8.5,8.45,8.67,160793,13.95,346,64178,39.91
ORIENTBELL, EQ, 12-Feb-2021,222.85,223,228.8,218.6,224.5,223.15,223.88,28442,63.68,1049,13254,46.6
ORIENTCEM, EQ, 12-Feb-2021,89.75,90.15,91.5,87.5,88.2,88.3,89.48,450151,402.81,3935,242234,53.81
ORIENTELEC, EQ, 12-Feb-2021,275,279,282.5,271.9,273.8,274.5,276.83,396379,1097.29,9752,205524,51.85
ORIENTHOT, EQ, 12-Feb-2021,24,24,24.35,23.05,23.75,23.6,23.71,40637,9.63,516,29773,73.27
ORIENTLTD, EQ, 12-Feb-2021,92.7,91.45,94.85,89,90,91.5,91.65,658,0.6,60,396,60.18
ORIENTPPR, EQ, 12-Feb-2021,21.45,21.1,22,20.95,21.65,21.75,21.43,955060,204.72,1840,454917,47.63
ORIENTREF, EQ, 12-Feb-2021,234.25,236.9,246,234.7,244,242.8,241.82,152655,369.15,2727,91841,60.16
ORISSAMINE, EQ, 12-Feb-2021,2325.9,2349,2349,2299,2305.5,2309.8,2321.73,4385,101.81,743,2808,64.04
ORTEL, BZ, 12-Feb-2021,1.2,1.15,1.25,1.15,1.15,1.15,1.17,37726,0.44,28, -, -
OSWALAGRO, EQ, 12-Feb-2021,10.6,10.55,10.8,10.5,10.55,10.55,10.6,71067,7.53,252,52156,73.39
OSWALSEEDS, SM, 12-Feb-2021,29.8,29,29,28.95,29,29,29,52000,15.08,13,48000,92.31
PAEL, BZ, 12-Feb-2021,2.2,2.3,2.3,2.3,2.3,2.3,2.3,306,0.01,4, -, -
PAGEIND, EQ, 12-Feb-2021,30763.5,30999,31190,30510.2,30600,30692.15,30840.82,37172,11464.15,13912,6349,17.08
PAISALO, EQ, 12-Feb-2021,793.7,797.35,804,789.85,790.15,790.55,795.47,11073,88.08,505,5244,47.36
PALASHSECU, EQ, 12-Feb-2021,43.5,42.15,46.75,42.15,45.95,45.05,44.64,2010,0.9,67,1542,76.72
PALREDTEC, BE, 12-Feb-2021,74.05,70.35,70.35,70.35,70.35,70.35,70.35,2968,2.09,48, -, -
PANACEABIO, EQ, 12-Feb-2021,214.5,215.95,225.7,208.85,215.35,217.3,216.73,233225,505.46,5066,105194,45.1
PANACHE, EQ, 12-Feb-2021,42.7,43.1,43.75,41.95,42.05,42.65,42.85,61583,26.39,307,35274,57.28
PANAMAPET, EQ, 12-Feb-2021,135.65,136.85,141,135.5,137,137.4,138.27,363095,502.04,5628,150477,41.44
PAR, SM, 12-Feb-2021,65,65,65.15,65,65.15,65.15,65.07,10000,6.51,4,10000,100
PARACABLES, EQ, 12-Feb-2021,8.6,8.9,8.9,8.25,8.25,8.25,8.46,353749,29.93,512,224283,63.4
PARAGMILK, EQ, 12-Feb-2021,108.7,109.75,109.75,107.5,107.75,107.95,108.5,249283,270.47,2381,142158,57.03
PARSVNATH, EQ, 12-Feb-2021,5.15,5.4,5.4,5.4,5.4,5.4,5.4,109243,5.9,72,89222,81.67
PASHUPATI, SM, 12-Feb-2021,58.7,68.9,68.9,67.8,67.8,67.8,68.35,4800,3.28,3,4800,100
PATELENG, EQ, 12-Feb-2021,14.55,14.65,14.7,14.1,14.25,14.25,14.37,409035,58.76,843,306592,74.95
PATINTLOG, EQ, 12-Feb-2021,29.55,29.7,30.55,28.55,29.1,28.9,29.52,31775,9.38,428,21311,67.07
PATSPINLTD, EQ, 12-Feb-2021,5.6,5.6,5.8,5.45,5.8,5.8,5.52,1101,0.06,7,1001,90.92
PCJEWELLER, EQ, 12-Feb-2021,29.45,30,31.9,29.6,30.5,30.7,30.86,16797074,5183.73,36685,5427057,32.31
PDMJEPAPER, EQ, 12-Feb-2021,21.7,21.85,24,21.75,23.2,23.5,22.91,884342,202.57,1750,695294,78.62
PDSMFL, EQ, 12-Feb-2021,610.05,620,650,615,650,641.1,634.39,17147,108.78,559,10203,59.5
PEARLPOLY, EQ, 12-Feb-2021,15.85,16.6,16.6,15.4,15.5,15.5,15.9,2922,0.46,56,2176,74.47
PEL, EQ, 12-Feb-2021,1632.45,1635,1750,1627,1726,1729.95,1715.68,5451326,93527.35,182216,700292,12.85
PENIND, EQ, 12-Feb-2021,22.15,22.25,22.8,21.9,22.35,22.35,22.44,160431,36,628,101278,63.13
PENINLAND, EQ, 12-Feb-2021,6,5.95,6.05,5.8,5.95,5.9,5.93,161350,9.57,244,102864,63.75
PENTAGOLD, SM, 12-Feb-2021,68.4,71.5,71.5,71.5,71.5,71.5,71.5,3000,2.15,1,3000,100
PERSISTENT, EQ, 12-Feb-2021,1761.55,1773,1801.5,1766.05,1795,1794.65,1787.61,72233,1291.24,8548,26445,36.61
PETRONET, EQ, 12-Feb-2021,242.8,247.5,247.5,238.55,242.55,242.2,241.82,5308401,12836.54,41331,2117188,39.88
PFC, EQ, 12-Feb-2021,127.5,128,128.15,125.3,126.4,126.45,126.66,4868928,6166.8,20692,1082738,22.24
PFC, N4, 12-Feb-2021,1066,1063,1063,1063,1063,1063,1063,1,0.01,1,1,100
PFC, N5, 12-Feb-2021,1234.17,1236,1238.95,1236,1238.5,1238.5,1238.1,665,8.23,4,665,100
PFC, N8, 12-Feb-2021,1418.9,1419.5,1419.5,1419.5,1419.5,1419.5,1419.5,44,0.62,2,44,100
PFIZER, EQ, 12-Feb-2021,4439,4445,4500,4395,4427,4414.3,4456.45,40139,1788.77,7435,19035,47.42
PFOCUS, EQ, 12-Feb-2021,53.3,54.25,54.25,51.6,52.05,52.25,52.69,140193,73.86,1865,81772,58.33
PFS, EQ, 12-Feb-2021,19.1,19.25,19.3,18.65,18.65,18.75,18.96,733509,139.09,1431,423073,57.68
PGEL, BE, 12-Feb-2021,255.1,253,253,242.35,252,251.35,245.81,42778,105.15,501, -, -
PGHH, EQ, 12-Feb-2021,13022.55,13180,13600,13000,13400,13454.45,13300.02,19946,2652.82,5620,6166,30.91
PGHL, EQ, 12-Feb-2021,7393.4,7420,7466.5,7351.05,7380,7379.45,7444.34,27480,2045.71,2762,24145,87.86
PGIL, EQ, 12-Feb-2021,180.5,185,185,177,178.7,177.5,178.97,811,1.45,63,656,80.89
PHILIPCARB, EQ, 12-Feb-2021,197.6,197.85,203.35,193,193.65,193.7,197.83,2110474,4175.11,27009,635125,30.09
PHOENIXLTD, EQ, 12-Feb-2021,815.55,807,839,807,815,815.65,827.01,47863,395.83,4162,25174,52.6
PIDILITIND, EQ, 12-Feb-2021,1771.85,1777,1788,1751.45,1762,1760.7,1766.86,360521,6369.88,19985,85571,23.74
PIIND, EQ, 12-Feb-2021,2228.2,2234,2259,2215,2224.5,2225,2239.98,135102,3026.26,13416,68792,50.92
PILANIINVS, EQ, 12-Feb-2021,1902.25,1885,1914.6,1880,1900,1897,1898.55,4065,77.18,599,1075,26.45
PILITA, EQ, 12-Feb-2021,12.85,12.85,13.3,12.6,12.9,12.9,12.87,125530,16.15,280,79067,62.99
PIONDIST, EQ, 12-Feb-2021,111.85,111.5,114.9,111.1,111.6,111.6,112.82,12678,14.3,197,7748,61.11
PIONEEREMB, EQ, 12-Feb-2021,39.7,41.2,42.5,39.05,40.55,40.65,41.07,117744,48.36,1622,45107,38.31
PITTIENG, EQ, 12-Feb-2021,65.25,66.25,67,63.8,65.3,64.7,64.81,201023,130.27,2295,49114,24.43
PKTEA, BE, 12-Feb-2021,184.9,184.9,185,181,181,181,181.34,960,1.74,30, -, -
PLASTIBLEN, EQ, 12-Feb-2021,240.35,240.85,243,234.65,234.75,235.7,237.11,7747,18.37,321,4691,60.55
PNB, EQ, 12-Feb-2021,38.75,39,39.65,38.4,38.85,38.8,38.97,158520381,61776.26,120773,13732639,8.66
PNBGILTS, EQ, 12-Feb-2021,52.55,52.55,52.8,50.5,50.75,50.75,51.11,735041,375.66,4001,407220,55.4
PNBHOUSING, EQ, 12-Feb-2021,357.6,358.6,361.7,352.6,355.5,356.4,356.87,213725,762.72,6926,97223,45.49
PNC, EQ, 12-Feb-2021,19.1,19.9,19.95,19,19.35,19.1,19.45,5133,1,82,2416,47.07
PNCINFRA, EQ, 12-Feb-2021,284.3,285.35,288.7,275,277.7,278.15,278.14,949658,2641.35,18351,615247,64.79
PODDARHOUS, BE, 12-Feb-2021,195.3,205.05,205.05,205.05,205.05,205.05,205.05,2206,4.52,40, -, -
PODDARMENT, EQ, 12-Feb-2021,195.9,199.35,203,197,200.1,200.8,199.73,12029,24.03,447,8063,67.03
POKARNA, EQ, 12-Feb-2021,241.75,246.6,247.15,233,235,233.65,237.01,65774,155.89,1477,45812,69.65
POLYCAB, EQ, 12-Feb-2021,1324.85,1329.95,1339.85,1315,1335.55,1328.95,1331.18,353695,4708.33,20030,190471,53.85
POLYMED, EQ, 12-Feb-2021,580,584,597,567.5,593,591.65,584.97,376846,2204.45,11627,186214,49.41
POLYPLEX, EQ, 12-Feb-2021,916.8,936,936.7,909.4,916,918.5,925.73,613850,5682.57,19490,200923,32.73
PONNIERODE, EQ, 12-Feb-2021,141.6,143.4,143.9,141.1,141.1,141.35,142.7,3104,4.43,118,2404,77.45
POWERGRID, EQ, 12-Feb-2021,213.75,219,219,210.55,212.05,212.65,213.54,14099935,30109.18,77225,3808599,27.01
POWERINDIA, EQ, 12-Feb-2021,1291.55,1286,1308.1,1286,1299.85,1296.55,1298.88,22314,289.83,2272,10311,46.21
POWERMECH, EQ, 12-Feb-2021,559.65,546.05,558.1,516,526,533.15,535.55,164212,879.44,6162,88450,53.86
PPAP, EQ, 12-Feb-2021,252.75,253,259,250.05,255.7,254,255.41,75106,191.83,1568,40528,53.96
PPL, EQ, 12-Feb-2021,112.2,113.2,113.45,108.5,110.8,110.3,111.44,220389,245.61,1932,148622,67.44
PRABHAT, EQ, 12-Feb-2021,76.8,78.4,78.4,74.1,74.1,74.4,75.44,21942,16.55,448,16845,76.77
PRAENG, EQ, 12-Feb-2021,8.65,9,9.4,8.75,9.4,9.1,8.97,21809,1.96,114,20832,95.52
PRAJIND, EQ, 12-Feb-2021,130.25,131.2,131.7,125,127.6,127.15,128.69,1023861,1317.57,11205,480375,46.92
PRAKASH, EQ, 12-Feb-2021,51.8,52.05,52.35,51,51.45,51.2,51.57,372594,192.15,1568,211301,56.71
PRAKASHSTL, EQ, 12-Feb-2021,0.85,0.9,0.9,0.8,0.85,0.85,0.82,321022,2.62,126,286394,89.21
PRAXIS, BE, 12-Feb-2021,48.3,48.7,49.6,46,49.25,48.9,47.09,10450,4.92,81, -, -
PRECAM, EQ, 12-Feb-2021,43.95,44.6,44.6,42.5,43.1,43,43.44,435808,189.31,3570,270283,62.02
PRECOT, EQ, 12-Feb-2021,88.9,92.45,93,87,87,87.35,88.24,7351,6.49,52,6988,95.06
PRECWIRE, EQ, 12-Feb-2021,176.4,178.95,184,174.2,178.95,178.25,179.53,156583,281.11,3091,95188,60.79
PREMEXPLN, EQ, 12-Feb-2021,136.75,136.8,139.95,130.05,133,131.8,134.3,40486,54.37,996,26813,66.23
PREMIER, BE, 12-Feb-2021,3.9,4.05,4.05,3.85,3.85,3.9,3.95,1001,0.04,6, -, -
PREMIERPOL, EQ, 12-Feb-2021,40.4,39.95,41,35.3,36.5,36.7,37.48,21449,8.04,348,12551,58.52
PRESSMN, EQ, 12-Feb-2021,22.8,23.5,23.5,22.55,22.75,22.65,22.96,15853,3.64,180,11542,72.81
PRESTIGE, EQ, 12-Feb-2021,286.75,286,287,280.5,286.9,286.3,284.6,330179,939.69,4394,152327,46.13
PRICOLLTD, EQ, 12-Feb-2021,57.1,57.8,58.15,55.15,57,57.1,56.63,941278,533.06,4845,462102,49.09
PRIMESECU, EQ, 12-Feb-2021,41.35,41.05,44.25,40.9,44,43.65,42.95,109036,46.83,837,70568,64.72
PRINCEPIPE, EQ, 12-Feb-2021,417.85,419.8,420.9,401.1,412,409.6,412.67,142137,586.56,6240,72704,51.15
PRIVISCL, EQ, 12-Feb-2021,604.1,618,627,602,614.5,613.85,615.51,26299,161.87,2663,11644,44.28
PROLIFE, SM, 12-Feb-2021,61,63.85,63.9,63.75,63.9,63.9,63.85,15000,9.58,5,15000,100
PROZONINTU, EQ, 12-Feb-2021,20.15,20.5,20.5,19.85,19.95,20.05,20.14,117777,23.72,453,75312,63.94
PRSMJOHNSN, EQ, 12-Feb-2021,112.2,111.8,118.4,110.65,115.95,116.15,115.55,1135584,1312.15,15445,334888,29.49
PSB, EQ, 12-Feb-2021,14.95,15.2,15.2,14.25,14.3,14.45,14.75,687896,101.44,1257,353075,51.33
PSPPROJECT, EQ, 12-Feb-2021,475.55,478.1,481,472,474.95,474.9,475.05,104490,496.38,2242,11019,10.55
PSUBNKBEES, EQ, 12-Feb-2021,24.36,25.2,25.2,24.06,24.39,24.34,24.41,444457,108.51,1119,183845,41.36
PTC, EQ, 12-Feb-2021,69.6,70.8,71.8,66.65,68.5,68.4,69.34,4389618,3043.72,18891,1627020,37.07
PTL, EQ, 12-Feb-2021,42.35,43.6,43.6,42.55,42.6,42.8,42.85,31121,13.34,310,21965,70.58
PUNJABCHEM, EQ, 12-Feb-2021,849.8,880.05,884.05,852.1,864.7,861.9,861.59,4539,39.11,295,2844,62.66
PUNJLLOYD, BZ, 12-Feb-2021,1.85,1.85,1.9,1.85,1.9,1.85,1.87,195484,3.66,178, -, -
PURVA, EQ, 12-Feb-2021,81.7,83.85,86.65,82,83,83.2,84.87,489007,415,4245,124708,25.5
PVR, EQ, 12-Feb-2021,1498.1,1498.1,1522,1491.4,1497.1,1497.3,1506.77,764848,11524.47,28103,169988,22.23
QGOLDHALF, EQ, 12-Feb-2021,2076,2059,2069.9,2043,2046.6,2051.2,2051.92,1636,33.57,158,1569,95.9
QNIFTY, EQ, 12-Feb-2021,1565,1571,1571,1565,1567,1566,1567.67,3,0.05,3,2,66.67
QUESS, EQ, 12-Feb-2021,707.3,704.85,709.75,670,670,678.15,684.54,577023,3949.93,16704,355747,61.65
QUICKHEAL, EQ, 12-Feb-2021,154.3,155,159.8,154.05,156,156.45,157.36,297735,468.53,4556,95512,32.08
RADICO, EQ, 12-Feb-2021,526.15,527.95,548.4,520.05,542.55,543.3,536.72,568368,3050.52,15197,243168,42.78
RADIOCITY, EQ, 12-Feb-2021,24.9,24.9,24.95,24.45,24.9,24.7,24.68,163293,40.3,369,107907,66.08
RAIN, EQ, 12-Feb-2021,136.45,136.7,138.35,134.4,135.75,135.75,136.48,1282286,1750.1,11095,510463,39.81
RAJESHEXPO, EQ, 12-Feb-2021,484.7,486.6,489.75,480.35,482.75,482.1,486.13,346905,1686.4,10169,188886,54.45
RAJRATAN, EQ, 12-Feb-2021,558.65,567.85,567.85,558.25,558.25,559.1,561.19,4297,24.11,309,2665,62.02
RAJRAYON, BZ, 12-Feb-2021,0.25,0.25,0.25,0.2,0.25,0.25,0.23,251071,0.58,60, -, -
RAJSREESUG, EQ, 12-Feb-2021,15.75,15.4,16.3,15.15,15.95,16,15.74,24858,3.91,165,14428,58.04
RAJTV, EQ, 12-Feb-2021,34.75,34.65,36.1,34.6,34.8,34.85,35.54,13267,4.71,181,4897,36.91
RALLIS, EQ, 12-Feb-2021,264.85,265,269.95,264.4,265,264.9,266.6,378251,1008.4,13427,155251,41.04
RAMANEWS, EQ, 12-Feb-2021,14.55,14.5,14.7,14.3,14.35,14.35,14.46,32239,4.66,196,24620,76.37
